duration,year,hour
1300.0,2013,21
15.0,1999,18
10.0,1994,15
120.0,2012,0
2.0,2004,21
30.0,2012,3
60.0,2004,20
1200.0,2003,2
120.0,2007,16
900.0,2013,21
10.0,1999,23
3600.0,2001,20
120.0,2000,22
7200.0,2001,19
2700.0,2006,9
3600.0,2008,23
600.0,2013,21
420.0,2008,22
60.0,2013,23
40.0,2013,21
240.0,2000,18
900.0,2012,23
60.0,2009,19
3600.0,2007,21
300.0,2012,18
1800.0,2011,23
360.0,2012,22
30.0,2007,4
360.0,2010,21
120.0,1993,0
60.0,2002,23
2700.0,2003,21
2.0,1980,21
30.0,2006,20
120.0,2001,17
300.0,2003,20
15.0,1968,21
120.0,2002,16
180.0,1998,22
7200.0,2004,4
300.0,2011,0
180.0,2014,21
300.0,2005,18
240.0,1996,22
180.0,1998,1
45.0,2010,19
60.0,2011,23
480.0,2002,23
600.0,2000,21
2.0,1994,19
2.0,2013,5
300.0,2010,5
6.0,2004,22
600.0,2010,21
180.0,1990,7
240.0,2005,5
180.0,2012,10
2700.0,2002,23
40.0,2008,23
7.0,2003,23
5.0,1994,22
15.0,2014,13
120.0,2001,22
3600.0,2002,1
2.0,2002,18
300.0,2013,3
180.0,1986,20
10.0,2007,20
3600.0,2006,1
1800.0,2012,21
300.0,2001,22
300.0,2004,12
300.0,1994,1
600.0,2004,6
30.0,2000,20
20.0,1952,17
5.0,2006,4
7200.0,1991,13
360.0,2010,1
180.0,1993,13
120.0,2012,22
120.0,2008,0
300.0,2013,23
30.0,2014,21
120.0,2011,0
6300.0,2007,20
120.0,2012,22
1.0,2005,3
1200.0,2011,19
15.0,2010,3
172800.0,2007,23
5.0,2002,20
600.0,2003,19
4.0,2005,1
120.0,2013,21
180.0,2012,21
8.0,2004,23
4200.0,2004,11
20.0,2012,1
120.0,2012,8
10800.0,2008,23
780.0,2010,19
1200.0,1977,1
1200.0,2010,22
600.0,2004,20
3600.0,1997,3
5.0,2009,20
600.0,1957,18
60.0,2009,21
180.0,2011,23
60.0,2003,18
300.0,2000,0
10.0,2006,0
60.0,2012,0
10800.0,2002,0
480.0,2010,22
300.0,2010,21
120.0,2011,21
3600.0,2010,21
600.0,2004,0
240.0,2005,2
30.0,2006,23
600.0,2003,18
1800.0,1998,23
900.0,2005,7
30.0,1998,19
5.0,2001,22
180.0,2005,2
7200.0,2011,1
120.0,2012,22
300.0,1996,23
600.0,2012,20
300.0,2012,14
2.0,2010,22
15.0,2004,22
300.0,2008,19
10.0,2013,22
5.0,2010,9
105.0,2010,21
30.0,2008,14
10800.0,2001,22
120.0,2013,22
2.0,2012,22
600.0,2012,23
1200.0,1962,21
60.0,2011,22
120.0,2013,16
60.0,2011,0
30.0,2013,1
3600.0,2012,15
480.0,2002,23
120.0,1999,20
60.0,1999,16
5.0,2006,4
180.0,2012,22
1800.0,2007,22
2700.0,2001,18
60.0,1981,3
120.0,1968,21
30.0,2006,20
300.0,2012,21
300.0,2008,21
120.0,2004,21
5.0,1999,21
3600.0,2012,22
300.0,2003,22
300.0,1996,12
300.0,2011,1
30.0,2011,5
300.0,2013,21
300.0,2008,20
60.0,2011,12
600.0,2010,20
60.0,2010,15
180.0,2009,15
240.0,2006,18
360.0,1999,17
2.0,2012,20
180.0,1985,12
240.0,2006,5
240.0,2012,21
300.0,1973,19
900.0,1997,22
1.0,2005,22
1200.0,2014,7
180.0,2005,19
7200.0,2006,20
1800.0,2009,17
900.0,2006,12
9000.0,2002,3
7200.0,1978,23
300.0,1969,23
1200.0,2006,21
3600.0,2003,3
30.0,1987,0
180.0,2006,19
900.0,2006,7
60.0,2003,6
1800.0,2014,20
120.0,2013,20
90.0,2013,19
780.0,2004,3
360.0,2000,21
30.0,2009,19
180.0,2011,19
180.0,2001,21
1200.0,2014,1
37800.0,2008,8
30.0,2005,9
120.0,2008,15
180.0,2002,21
3600.0,2004,21
18000.0,2007,23
3600.0,2007,21
120.0,2000,22
21600.0,2011,19
300.0,2012,19
1200.0,2005,20
600.0,2007,20
60.0,2003,23
600.0,2011,19
60.0,2007,23
300.0,2004,20
540.0,2004,20
15.0,2004,4
5.0,2004,15
300.0,2013,23
4.0,2002,20
7200.0,2001,19
5400.0,2009,18
37800.0,2005,20
15.0,2007,21
180.0,2003,19
120.0,2001,19
15.0,2001,15
7200.0,2009,11
420.0,2000,21
300.0,2003,3
15.0,2001,10
3.0,2011,19
600.0,2014,2
420.0,2011,19
30.0,2005,20
1800.0,1980,18
300.0,2000,4
120.0,2013,19
14400.0,2008,2
1800.0,2007,20
600.0,2005,22
600.0,1999,21
1200.0,2001,0
900.0,2001,0
2.0,2000,21
10.0,2000,21
8.0,2000,21
8.0,2000,21
5.0,2000,21
300.0,2001,19
180.0,2003,21
600.0,2000,19
600.0,2000,21
900.0,2010,22
60.0,1997,22
300.0,1982,0
5280.0,2004,4
600.0,1975,2
300.0,2014,19
7200.0,2012,0
15.0,2008,18
9000.0,2012,20
3600.0,2005,20
1800.0,2005,19
1380.0,2013,21
180.0,2007,1
5400.0,2013,20
300.0,2013,21
300.0,2000,21
2400.0,2000,20
10800.0,2004,20
1200.0,2009,21
120.0,1997,2
900.0,2007,19
180.0,2012,20
600.0,2006,21
60.0,2011,22
3600.0,2012,19
1380.0,2013,21
1350.0,2013,21
1350.0,2013,21
1335.0,2013,21
7.0,2011,21
15.0,2010,17
300.0,1997,20
300.0,2008,15
6.0,2012,1
180.0,2012,22
12.0,2013,21
1500.0,2001,23
1200.0,1999,23
5.0,2009,23
30.0,2004,9
900.0,2000,13
600.0,2004,20
900.0,2002,23
600.0,2009,20
40.0,2009,20
900.0,1999,23
1200.0,2010,5
1500.0,2013,23
120.0,2007,10
300.0,2005,19
3600.0,2010,0
6.0,2011,23
7200.0,2014,7
120.0,2004,21
3.0,2000,6
3600.0,2003,22
5.0,1997,20
3600.0,2012,4
180.0,2004,6
60.0,2010,21
5.0,2010,17
600.0,1998,17
8.0,1997,22
420.0,2007,20
1800.0,2005,19
600.0,2008,15
3600.0,2014,21
45.0,2007,2
900.0,1999,21
300.0,2008,20
180.0,2005,15
600.0,2012,22
180.0,1998,0
480.0,2000,22
300.0,1998,0
2400.0,2005,22
30.0,2008,3
180.0,1999,11
180.0,1999,23
180.0,2006,20
600.0,2010,5
10800.0,2004,0
30.0,2011,17
10.0,2006,21
105.0,2013,14
30.0,2001,21
900.0,1997,22
14.0,2006,15
300.0,2012,19
120.0,2006,0
3.0,2000,22
20.0,2000,19
300.0,2007,4
300.0,2007,17
1800.0,2012,22
1200.0,2005,21
120.0,2012,23
7200.0,2000,21
900.0,2000,19
720.0,2000,20
10.0,2013,3
120.0,2003,21
2.0,2002,21
120.0,2008,4
15.0,2002,21
20.0,2013,21
1.5,2001,21
1219.0,2000,19
1200.0,2014,1
90.0,2013,20
5.0,2014,20
300.0,2012,19
300.0,2012,21
240.0,2013,19
180.0,2013,20
2.0,1998,0
12.0,2000,19
600.0,2004,23
5.0,2012,22
1500.0,2000,23
1800.0,2010,22
900.0,2012,23
120.0,2000,20
300.0,2000,20
600.0,2004,20
600.0,2000,22
300.0,2000,20
2400.0,2001,21
240.0,2012,21
1800.0,2005,19
1440.0,1998,2
1200.0,2001,20
30.0,2011,19
900.0,2009,18
10.0,2005,20
600.0,2010,2
600.0,2013,19
600.0,2000,20
37800.0,2000,19
1200.0,2003,15
120.0,2004,5
1200.0,2000,20
1800.0,2000,20
600.0,2005,20
1020.0,2000,20
900.0,2000,20
270.0,2009,2
7.0,2006,14
600.0,2011,11
600.0,2010,18
300.0,2013,19
10800.0,2007,21
120.0,2008,5
17.0,2008,23
3600.0,2011,6
5.0,2013,22
2700.0,2013,20
180.0,2007,20
20.0,2005,0
90.0,2006,21
10.0,2001,22
60.0,2008,20
60.0,2003,21
300.0,1998,18
600.0,1997,20
420.0,2009,17
600.0,2009,20
300.0,1997,20
45.0,1999,21
18000.0,1987,16
3.0,2013,20
120.0,2003,21
900.0,1999,21
600.0,2009,18
3600.0,1999,21
60.0,2009,7
30.0,2014,20
5.0,2007,21
5.0,2007,21
600.0,2013,7
1200.0,2004,21
40.0,1999,0
60.0,1989,21
900.0,2002,21
120.0,2013,21
10.0,1998,22
300.0,2005,19
120.0,2007,20
2700.0,1968,21
180.0,2011,20
60.0,2012,11
15.0,2000,19
1800.0,1997,20
900.0,1997,14
2.0,2011,20
1200.0,2013,21
720.0,2012,23
420.0,2013,0
2700.0,1997,22
300.0,1998,19
1200.0,2008,21
120.0,2013,21
120.0,2007,10
600.0,1997,22
600.0,2012,22
30.0,2012,23
40.0,1946,20
1800.0,1975,0
300.0,2005,15
300.0,2004,19
300.0,2014,21
20.0,2011,18
180.0,2009,16
900.0,2006,16
5.0,2012,22
240.0,2012,6
20.0,2013,18
900.0,2009,18
1800.0,2006,19
120.0,2005,20
900.0,2012,21
1200.0,2013,20
600.0,1999,0
120.0,1981,12
7.0,2008,11
3300.0,2011,20
2700.0,1998,20
600.0,1966,17
120.0,1998,21
180.0,2013,20
600.0,2009,21
360.0,1997,22
60.0,2004,21
480.0,1999,10
420.0,2001,22
360.0,1999,21
1800.0,2013,22
180.0,2002,19
20.0,1998,20
15.0,1997,0
120.0,2004,10
3.0,2000,19
7200.0,2000,23
120.0,1997,6
120.0,1999,19
60.0,2008,19
180.0,1995,20
1200.0,1999,17
900.0,2003,4
3600.0,2008,12
120.0,1998,10
300.0,2001,2
180.0,1999,18
1200.0,1999,20
120.0,2001,19
600.0,2002,18
60.0,2005,2
21600.0,2001,0
4.0,2000,23
3600.0,2008,1
600.0,2004,19
3.0,2011,20
300.0,2013,21
900.0,1997,20
15.0,2002,3
10.0,1998,14
1200.0,2004,0
15.0,2001,4
120.0,2010,4
15.0,2000,23
300.0,2011,17
240.0,2011,21
6312000.0,1993,5
600.0,2005,21
2700.0,2014,20
1200.0,2002,20
3600.0,2004,21
900.0,2005,23
900.0,2005,23
900.0,2009,14
2700.0,2014,18
600.0,2012,22
600.0,2006,21
600.0,2010,20
1.0,1998,5
900.0,2011,0
600.0,2009,21
300.0,2007,19
180.0,2005,19
6300.0,2002,19
7200.0,2004,7
3600.0,2008,21
300.0,2009,0
45.0,2007,9
600.0,2000,20
45.0,2000,16
360.0,2013,20
420.0,2000,20
5.0,2013,17
2700.0,2002,20
1500.0,2000,19
1200.0,2000,20
180.0,2011,20
900.0,2003,7
900.0,2001,21
900.0,2000,20
600.0,2000,18
60.0,2010,20
1217.0,2000,20
1155.0,2000,19
660.0,2000,20
10.0,2003,11
900.0,2001,15
300.0,2000,20
300.0,2000,20
1.0,2011,20
480.0,2010,17
300.0,2000,20
20.0,2013,23
120.0,2002,20
15.0,2012,20
120.0,2001,15
15.0,2005,22
420.0,2000,20
7.0,2009,21
600.0,2012,20
5.0,2000,23
300.0,2000,20
300.0,2000,21
300.0,2000,20
1800.0,2002,20
180.0,2009,21
120.0,2000,20
120.0,2000,21
120.0,2000,20
240.0,2012,21
1200.0,2000,19
900.0,2000,18
900.0,2000,20
900.0,2000,20
900.0,2000,20
780.0,2001,20
660.0,2003,20
900.0,2000,20
600.0,2013,20
600.0,2000,20
600.0,2000,20
60.0,2001,18
120.0,2014,21
1080.0,2000,19
1080.0,2000,18
2400.0,2001,11
240.0,2000,19
7200.0,2009,5
900.0,2013,14
900.0,2005,20
600.0,2012,10
14400.0,2012,0
120.0,2012,21
900.0,2000,20
600.0,2003,10
300.0,2005,20
90.0,2003,18
5.0,2012,20
300.0,2013,20
30.0,2005,0
7200.0,2004,22
60.0,2014,19
120.0,2010,23
420.0,2007,15
5.0,2007,18
5.0,2013,18
240.0,2008,23
1500.0,2000,19
1200.0,2000,20
1200.0,2000,20
900.0,2000,19
600.0,2000,19
600.0,2000,20
60.0,2010,20
60.0,1995,22
900.0,2013,19
480.0,2004,22
6.0,2001,21
1800.0,2000,16
180.0,2009,11
1200.0,2000,22
600.0,2014,14
60.0,2002,19
300.0,1997,20
30.0,2005,19
180.0,1999,11
900.0,2008,13
1200.0,2009,12
2.0,1995,21
240.0,2011,19
3.0,2009,23
2.0,2003,18
120.0,2012,21
7200.0,1997,22
720.0,2000,20
600.0,2013,18
10.0,2010,20
300.0,2004,20
600.0,2013,19
600.0,2009,20
360.0,2010,19
300.0,2000,20
600.0,2014,20
300.0,2012,22
300.0,2005,16
5.0,2011,19
240.0,2000,6
1800.0,2002,11
1800.0,2005,23
180.0,2009,20
30.0,2005,3
120.0,2009,22
600.0,1967,23
600.0,2013,19
60.0,1998,18
3000.0,2004,2
600.0,2001,8
360.0,2001,8
120.0,2008,20
600.0,2014,22
180.0,2012,19
1200.0,2012,12
120.0,2006,16
20.0,2004,13
7200.0,2004,4
12.0,2004,9
10800.0,2000,0
120.0,2000,20
15.0,2011,20
900.0,2013,21
10.0,2003,1
600.0,2009,18
1800.0,2002,0
300.0,2013,19
120.0,2006,4
1.0,2010,0
1200.0,2009,1
30.0,2000,20
15.0,2000,20
60.0,2011,19
300.0,2014,20
1500.0,2013,21
300.0,1959,13
5400.0,2011,19
42.0,2011,6
1800.0,2009,19
600.0,2008,22
300.0,2009,20
3.0,1997,0
180.0,1999,19
15.0,2011,20
4.0,2011,19
3.0,2011,19
1320.0,2012,21
45.0,2010,5
5.0,2007,19
1200.0,2013,18
60.0,2013,18
1200.0,2013,19
900.0,2004,20
300.0,2011,21
300.0,2007,0
180.0,2013,20
1410.0,2013,21
20.0,1998,21
60.0,2009,19
360.0,2014,20
300.0,2013,20
180.0,1998,20
180.0,2004,19
1200.0,2002,21
900.0,2006,20
600.0,2013,21
1200.0,2001,13
180.0,2014,0
300.0,2011,4
300.0,1997,20
120.0,2009,21
1200.0,2005,20
60.0,2013,11
30.0,2006,19
60.0,2004,15
45.0,1998,17
20.0,2001,23
45.0,2002,20
180.0,2012,22
900.0,2006,5
600.0,2006,23
60.0,2009,20
900.0,2007,0
300.0,2002,22
240.0,2005,21
180.0,2005,17
7200.0,2008,21
900.0,2008,21
600.0,1999,20
3600.0,2000,19
120.0,2012,21
300.0,2007,21
300.0,2003,19
1500.0,2007,19
10.0,2007,2
10.0,1977,21
1.5,2003,19
0.1,2011,21
8.0,2004,21
60.0,2008,19
1800.0,2000,21
900.0,2005,5
30.0,1998,5
14400.0,2000,6
180.0,2001,1
7200.0,1999,23
7.0,2011,19
2400.0,2011,17
1200.0,2001,13
30.0,2001,21
900.0,2011,21
240.0,2011,22
240.0,2010,11
180.0,1975,3
480.0,2000,13
1200.0,2003,21
25.0,2001,15
1200.0,2002,19
120.0,1998,21
300.0,1990,20
360.0,1997,20
4.0,2004,21
1200.0,2008,19
300.0,2007,18
1320.0,2003,3
5400.0,2011,22
60.0,2011,8
120.0,2000,21
1200.0,2012,19
1800.0,2011,20
600.0,2011,20
60.0,2008,20
300.0,2013,20
300.0,2003,23
900.0,2010,0
900.0,2008,13
7200.0,2010,21
1800.0,2011,18
60.0,2011,18
300.0,2013,11
15.0,1968,11
7200.0,2009,19
900.0,2007,6
900.0,2013,22
3600.0,2013,19
900.0,2000,21
300.0,2013,17
30.0,2012,3
1800.0,2005,13
180.0,2011,7
1200.0,2009,17
900.0,2007,20
1200.0,2000,0
6.0,2012,22
300.0,2014,21
300.0,2014,21
900.0,2013,20
10.0,2013,16
1.0,2011,23
20.0,2008,20
3600.0,2004,20
60.0,2010,22
5.0,2009,21
300.0,2002,1
300.0,2002,1
30.0,2011,22
120.0,1995,19
12.0,2009,7
10.0,2006,21
600.0,2005,22
600.0,2000,5
7200.0,2001,20
60.0,2010,20
60.0,2014,21
60.0,2004,20
300.0,2008,15
45.0,2011,19
10.0,2008,18
10.0,2005,8
600.0,1996,1
60.0,2011,20
120.0,2000,20
5.0,2012,21
30.0,2008,21
40.0,2006,21
360.0,2007,21
360.0,2007,19
2700.0,2012,20
180.0,2012,20
2.0,2011,22
120.0,2011,4
120.0,2011,9
60.0,2012,19
300.0,2008,7
900.0,2010,20
10.0,2011,22
978.0,2013,16
3600.0,2013,23
900.0,2012,22
300.0,2014,1
3300.0,2007,19
180.0,2011,19
180.0,2011,19
60.0,2004,19
2.0,2011,3
1200.0,2005,20
120.0,2013,11
180.0,2014,18
1200.0,2009,19
900.0,1998,21
180.0,2004,8
180.0,2005,20
15.0,2008,10
180.0,2012,20
3600.0,2012,20
60.0,2001,14
3600.0,1999,20
300.0,2013,20
1800.0,2003,20
1800.0,2011,20
180.0,2010,8
120.0,2003,20
600.0,2012,20
6.0,2005,22
3600.0,1977,20
21600.0,2009,19
20.0,2008,8
120.0,2007,20
120.0,2006,11
2700.0,2004,21
1200.0,1975,22
30.0,1999,11
900.0,2013,20
40.0,2013,16
7200.0,2003,21
60.0,2008,4
5.0,2004,12
2700.0,2011,21
3.0,2005,22
2.0,2014,2
60.0,2010,21
600.0,2004,22
300.0,2013,19
2700.0,2014,20
1500.0,2007,22
1200.0,2004,21
120.0,2014,19
1800.0,2003,3
900.0,2003,21
720.0,2013,18
10.0,2006,19
10.0,2013,23
600.0,2006,20
1800.0,2013,20
1200.0,1980,21
10.0,2011,20
10.0,2005,20
5.0,2006,10
1200.0,2010,23
120.0,2014,20
240.0,2014,20
1800.0,2014,6
180.0,2013,22
600.0,2013,18
600.0,2013,20
60.0,2012,19
5.0,2011,22
1500.0,2006,20
300.0,2014,22
180.0,2010,0
1800.0,2008,21
1200.0,2014,19
1200.0,2008,22
7200.0,2003,23
30.0,2011,22
3600.0,2006,21
2700.0,2006,21
600.0,2012,19
300.0,2004,18
20.0,2004,17
900.0,1992,22
600.0,2008,20
5.0,1997,20
90.0,1978,12
5400.0,2008,20
300.0,2004,18
120.0,2004,0
60.0,2003,3
120.0,2002,22
180.0,2013,18
240.0,2004,20
600.0,2000,20
360.0,2014,21
600.0,2012,19
60.0,2008,20
6.0,2012,20
180.0,2001,20
60.0,2007,23
1800.0,2013,21
3.0,2004,21
300.0,2011,23
120.0,2014,19
7200.0,2006,7
30.0,2007,23
15.0,2011,6
10.0,2004,19
600.0,2003,21
2700.0,2009,19
20.0,2013,23
600.0,2003,16
1200.0,2009,11
7200.0,2001,1
300.0,2001,19
300.0,1995,12
240.0,2009,0
14400.0,2000,22
1800.0,2004,8
3.0,2006,0
180.0,2009,10
2.0,2003,20
120.0,2001,22
20.0,2011,0
5.0,2003,19
172800.0,2013,21
2.0,2013,5
900.0,2003,20
120.0,2009,19
600.0,1998,21
2.0,1998,19
600.0,2013,10
2400.0,2008,17
10.0,2004,21
600.0,2004,19
600.0,2013,19
45.0,1999,19
90.0,2005,18
480.0,2003,18
60.0,2005,21
300.0,1999,5
15.0,2010,1
5.0,1999,1
5.0,2004,0
2400.0,2009,8
4.0,2007,20
30.0,2011,21
1800.0,2009,16
3.0,2005,2
180.0,2005,21
20.0,2009,5
1800.0,2008,7
1200.0,2005,21
15.0,2009,21
900.0,2000,19
900.0,2012,5
120.0,2013,19
600.0,2005,21
600.0,2009,18
3600.0,2008,21
1.0,2012,0
120.0,1993,12
60.0,2009,18
300.0,2005,21
300.0,2011,20
300.0,1995,12
2700.0,1979,20
2100.0,1981,20
90.0,2004,18
2.0,2010,16
120.0,2002,17
900.0,2007,20
600.0,2002,20
300.0,2000,0
1800.0,1995,18
180.0,2010,20
180.0,2012,18
120.0,2002,16
120.0,2014,19
600.0,2004,20
60.0,2008,17
300.0,2012,9
300.0,2014,22
240.0,2012,18
60.0,2010,19
5.0,2009,2
600.0,2009,2
30.0,1997,17
1800.0,2014,18
180.0,2005,20
180.0,2013,21
1200.0,2008,0
120.0,2012,21
7200.0,2004,2
60.0,2008,18
2.0,2012,22
10.0,2011,20
2400.0,2013,15
2100.0,2013,18
4.0,1997,16
4.0,1997,16
30.0,1997,23
1800.0,2008,18
1800.0,2005,21
1800.0,2005,20
10800.0,2006,20
20.0,2005,0
120.0,2012,20
7200.0,2003,2
300.0,2013,23
1800.0,2009,19
180.0,2001,10
180.0,2009,20
120.0,2014,0
721.0,2005,1
60.0,2002,20
7.0,2008,3
420.0,2002,20
3000.0,2010,16
300.0,2003,1
600.0,2006,20
2400.0,1999,21
4.0,2014,22
1200.0,2007,20
60.0,2003,8
60.0,2004,18
1800.0,2013,22
60.0,2013,21
300.0,2002,17
1200.0,2012,10
1800.0,2007,19
600.0,2002,19
6.0,2014,20
3.0,2008,20
120.0,2010,20
150.0,2002,21
900.0,2005,0
40.0,2005,20
2700.0,2000,19
10800.0,2014,22
900.0,2001,19
5.0,2007,19
600.0,1986,0
1200.0,2004,22
10.0,2008,19
300.0,2009,1
12.0,2012,21
10.0,2012,21
240.0,2001,23
60.0,2014,4
120.0,2005,4
15.0,2012,1
120.0,2013,8
180.0,2005,23
180.0,2014,19
60.0,2008,21
3600.0,2009,21
180.0,2001,22
2160.0,2008,11
300.0,2011,16
14.0,2005,18
300.0,1969,20
900.0,2009,19
600.0,2003,17
3600.0,2003,23
658.0,2005,12
345600.0,2012,22
18000.0,2012,12
1500.0,2000,1
120.0,2013,7
600.0,2014,18
15.0,2010,18
5.0,2008,22
300.0,2012,20
1800.0,2001,1
180.0,2013,22
900.0,2000,20
600.0,2012,20
600.0,2006,19
600.0,2007,8
1.0,2011,22
120.0,2011,0
60.0,2012,19
60.0,2012,7
90.0,2012,5
5400.0,2005,18
600.0,2007,21
300.0,2013,23
2700.0,2002,20
10.0,2006,21
600.0,2013,20
600.0,2005,18
120.0,2010,22
300.0,2010,20
900.0,2013,20
5.0,2005,5
240.0,2005,20
3600.0,2013,20
300.0,2007,21
300.0,2004,19
20.0,2013,1
1200.0,2004,21
900.0,2010,21
10.0,2005,19
60.0,2013,23
30.0,2001,3
7.0,2010,12
2700.0,2007,1
30.0,2004,22
1800.0,2012,20
180.0,1978,18
120.0,2001,23
1200.0,1999,17
1200.0,2000,12
1200.0,2011,23
1200.0,1999,10
120.0,2012,7
60.0,2010,18
3600.0,1997,14
300.0,1997,20
180.0,2008,17
1200.0,1997,19
1200.0,1997,20
1200.0,1997,9
900.0,1997,18
600.0,1997,20
60.0,2002,20
2.0,2002,10
300.0,2004,10
10.0,2003,13
50.0,2009,13
300.0,2005,23
300.0,2006,12
300.0,2010,17
2400.0,2013,9
120.0,1977,21
600.0,2003,22
600.0,2008,19
600.0,1997,11
150.0,1998,5
145.0,1998,5
60.0,2008,9
8.0,2012,20
420.0,2005,20
5.0,2000,15
5.0,2009,6
300.0,2014,20
10.0,2001,4
1800.0,2002,20
1800.0,2006,15
3.0,2008,17
3.0,2009,17
180.0,2014,21
1500.0,2014,20
20.0,2013,16
20.0,1998,8
120.0,2013,23
120.0,1991,22
10500.0,2006,22
7200.0,2000,0
60.0,2002,20
15.0,2000,20
600.0,1983,21
600.0,2010,21
600.0,1997,20
600.0,2013,22
60.0,2001,20
60.0,2005,23
