duration,year,hour
60.0,2006,19
600.0,2009,0
420.0,2010,21
60.0,1997,10
420.0,2004,10
60.0,2006,23
20.0,2001,18
180.0,2012,20
900.0,2009,21
120.0,1988,18
1380.0,2010,10
30.0,1972,17
120.0,2003,12
720.0,2009,22
3600.0,2003,1
300.0,2008,20
5.0,2010,0
90.0,1988,18
180.0,2011,21
1200.0,1963,14
60.0,2002,22
60.0,2009,20
300.0,2012,0
180.0,2014,23
25.0,2013,22
3.0,2004,20
900.0,1999,10
120.0,2008,17
20.0,2001,21
180.0,2009,18
300.0,2012,19
5.0,2013,8
300.0,2012,0
300.0,2009,20
1800.0,2009,19
60.0,2007,19
900.0,1995,12
1340.0,2004,22
30.0,1999,15
300.0,1999,16
300.0,2009,23
120.0,2014,19
900.0,2012,23
480.0,2002,21
5.0,2010,22
300.0,2003,6
45.0,2011,23
20.0,2010,22
12.0,2009,22
10.0,2009,22
900.0,2013,21
600.0,1999,18
4.0,2003,21
1620.0,2005,2
3.0,1998,21
120.0,2003,22
90.0,2000,21
1200.0,2009,20
900.0,2001,19
10.0,1972,13
1800.0,1996,10
2700.0,2012,0
5.0,1999,0
120.0,2012,22
600.0,2011,23
420.0,2011,23
300.0,2002,19
5.0,1993,1
120.0,2005,0
180.0,2002,3
600.0,2005,22
1.0,2009,20
258.0,2004,1
240.0,2014,22
600.0,2013,19
120.0,2010,19
900.0,2014,22
900.0,2007,21
120.0,2008,19
90.0,2006,19
120.0,1995,21
45.0,2006,21
180.0,2010,1
56000.0,2013,19
300.0,2012,20
300.0,2007,0
240.0,2011,23
1500.0,2003,2
1200.0,2013,10
120.0,2013,3
3600.0,2012,4
2700.0,2010,5
300.0,2004,6
900.0,2000,11
688.0,2001,23
420.0,2003,5
5.0,2001,4
300.0,2003,3
30.0,2002,18
1200.0,2012,22
120.0,2002,22
120.0,2007,22
900.0,2004,20
10.0,2013,23
10.0,2009,0
600.0,2000,22
3600.0,2004,10
1200.0,2002,22
480.0,2008,0
300.0,2012,21
300.0,2012,21
1800.0,2013,22
1800.0,2000,5
180.0,2012,8
180.0,2012,21
120.0,2002,19
120.0,2000,22
900.0,2012,23
900.0,2010,20
600.0,2004,3
1800.0,2010,0
27.0,2004,1
3600.0,2001,22
360.0,2007,23
600.0,2005,22
30.0,2000,17
20.0,2002,15
240.0,2014,20
15.0,2011,22
7200.0,2012,0
2700.0,2010,21
40.0,2002,15
300.0,2013,20
1800.0,1998,19
8.0,1998,15
6.0,1979,14
30.0,2012,22
15.0,2011,4
600.0,2001,15
600.0,2012,21
180.0,2009,20
1200.0,1986,19
180.0,2011,17
300.0,2012,16
120.0,2013,21
2.0,2000,23
5.0,2002,21
2400.0,2012,2
5.0,2006,22
5.0,2008,20
1200.0,2014,17
240.0,1967,20
600.0,2009,10
300.0,2001,20
15.0,2001,21
3600.0,2001,22
300.0,2004,22
45.0,2010,0
20.0,2010,21
2.0,2011,21
120.0,2011,19
300.0,1988,23
1800.0,2008,23
240.0,2011,23
300.0,2011,21
240.0,2012,21
600.0,2012,20
8.0,2008,21
1800.0,2012,20
600.0,2006,17
600.0,2002,17
1.0,2009,18
5.0,2005,23
3600.0,2011,21
300.0,2011,23
120.0,2011,20
1140.0,2010,21
180.0,2011,20
1200.0,2003,21
1200.0,2002,15
60.0,2004,14
300.0,1998,22
1.0,2010,20
120.0,2002,21
900.0,2001,20
240.0,2007,9
1800.0,2001,20
900.0,2014,18
3.0,2000,0
45.0,2012,10
3600.0,2007,1
900.0,2004,22
60.0,2007,22
20.0,2005,16
771.0,2012,12
120.0,2008,21
3600.0,2007,19
10.0,2002,23
15.0,2011,21
25.0,2012,23
180.0,1977,23
2.0,1996,23
300.0,2014,0
20.0,2006,19
7200.0,2014,15
420.0,2004,1
600.0,1997,5
60.0,2012,21
3.0,2003,23
120.0,2004,17
15.0,2009,14
180.0,2009,21
180.0,2002,9
180.0,2013,19
2.0,2006,23
60.0,2011,9
30.0,1999,21
120.0,1999,21
120.0,2014,7
60.0,2012,21
45.0,2006,19
300.0,1966,23
1800.0,2013,0
10.0,2011,19
600.0,1998,15
60.0,2011,19
300.0,2009,11
30.0,2009,11
3.0,1977,21
900.0,1978,22
60.0,2013,21
180.0,2002,22
10.0,2011,18
60.0,2011,18
300.0,2004,19
30.0,2002,22
30.0,2002,22
3.5,2003,2
2700.0,2002,2
3000.0,1994,1
600.0,2008,19
420.0,2006,17
300.0,2009,23
3.0,2013,18
900.0,2008,14
600.0,2006,4
21600.0,2007,3
360.0,2010,21
180.0,1981,10
1500.0,2009,23
20.0,2004,17
600.0,2003,18
240.0,2012,23
60.0,2013,20
2400.0,2000,3
1800.0,2000,3
600.0,2013,21
45.0,2004,6
180.0,1988,13
3.0,2009,23
300.0,2005,23
420.0,2008,19
300.0,1998,17
120.0,2006,18
5.0,2010,22
240.0,2013,21
30.0,2003,1
600.0,2010,1
600.0,2011,22
240.0,2008,3
30.0,2013,7
30.0,1999,2
180.0,1966,0
2.0,2012,19
10.0,2001,2
600.0,1961,23
60.0,2005,16
5400.0,2001,21
30.0,2000,21
1200.0,2012,6
60.0,2011,22
120.0,2001,21
180.0,1989,20
600.0,1966,17
60.0,2005,4
90.0,2000,21
120.0,1998,23
7200.0,2011,1
7200.0,2005,0
2.0,2010,13
1200.0,2009,8
60.0,2003,23
2400.0,2007,21
300.0,2014,0
300.0,2012,21
300.0,2013,6
300.0,2012,20
300.0,2005,12
2700.0,2004,21
10800.0,2012,2
2.0,1997,22
120.0,2012,18
120.0,2013,18
10.0,2003,19
60.0,2010,19
600.0,2013,22
480.0,2008,20
30.0,1998,18
1800.0,2004,6
900.0,2004,18
720.0,2012,18
3600.0,2010,17
60.0,2009,17
120.0,2008,23
360.0,2006,17
240.0,2012,0
3.0,2005,1
180.0,2005,8
120.0,2006,12
60.0,2007,23
420.0,2014,20
20.0,2000,23
15.0,2013,23
60.0,2013,16
60.0,1998,1
540.0,2012,19
360.0,2004,12
5.0,1998,15
20.0,2002,21
600.0,2005,6
1680.0,2014,23
300.0,2013,23
300.0,1958,12
240.0,2012,21
180.0,2009,18
300.0,2012,21
600.0,2002,19
10.0,2014,23
3600.0,2005,22
30.0,2011,21
2100.0,1996,5
30.0,2010,3
1800.0,1989,21
300.0,1999,1
600.0,2000,22
240.0,2005,23
3600.0,2001,19
3600.0,2003,4
10.0,1969,0
300.0,2005,17
30.0,2005,23
10.0,2001,2
10.0,2008,0
180.0,2009,1
660.0,2008,20
600.0,2003,22
600.0,2003,22
180.0,2013,22
480.0,2010,0
4.0,2004,7
600.0,2003,23
30.0,2012,21
1800.0,2003,4
900.0,2010,19
5.0,2000,5
30.0,2002,19
10.0,2000,1
2400.0,1993,1
600.0,2003,19
1800.0,2003,22
120.0,1999,23
960.0,1999,23
1200.0,2004,1
900.0,2007,21
300.0,2002,22
480.0,2001,20
900.0,2001,10
600.0,2012,19
60.0,2012,0
5.0,2002,21
2.0,2003,20
1.0,1998,21
15.0,2000,20
10.0,1967,20
60.0,2012,21
2700.0,1994,12
1800.0,2006,21
300.0,1996,1
2700.0,2013,22
600.0,2006,22
300.0,2003,0
900.0,2005,19
300.0,2004,14
30.0,2000,17
120.0,2008,11
720.0,2007,23
4.0,2011,23
240.0,2004,13
60.0,1999,10
300.0,2010,20
5.0,2012,22
300.0,2000,20
2.0,2009,18
600.0,2013,0
300.0,2005,22
900.0,2012,23
1200.0,2009,22
10.0,2009,20
120.0,1994,22
7200.0,2014,23
10.0,2007,11
180.0,2009,17
5.0,2006,14
300.0,2012,19
20.0,2005,7
480.0,2003,18
1800.0,2008,0
1800.0,1979,21
60.0,2009,17
1500.0,2009,20
420.0,2010,19
300.0,2003,21
180.0,2004,15
180.0,2004,16
15.0,2013,1
60.0,2007,12
15.0,2009,3
5.0,1998,20
3.0,2012,23
900.0,2010,23
6.0,2005,21
15.0,2004,22
30.0,1966,14
60.0,2013,2
7200.0,2002,11
10.0,2008,12
1800.0,2012,10
900.0,2010,17
120.0,2008,18
900.0,2009,23
60.0,1997,18
45.0,2001,18
300.0,1978,18
7.0,2000,21
4.0,1994,2
253800.0,2001,22
90.0,1998,1
30.0,2000,17
5.0,2006,19
120.0,1966,19
30.0,2005,2
3600.0,2001,12
10800.0,2011,21
900.0,2011,2
300.0,2002,22
900.0,2012,5
900.0,2005,7
180.0,1969,21
1800.0,1968,17
20.0,2011,1
240.0,2012,21
90.0,2011,6
180.0,2007,6
120.0,2012,21
600.0,1993,18
150.0,2012,21
10.0,1946,19
600.0,1966,21
3600.0,2003,23
600.0,2010,0
18000.0,2010,0
3.0,2006,21
25.0,2000,0
240.0,2011,6
3600.0,2000,22
30.0,2007,20
1800.0,2001,20
1800.0,1988,21
3600.0,2011,22
300.0,2013,22
240.0,2013,1
300.0,2014,19
900.0,2007,19
780.0,2010,0
3600.0,2013,10
30.0,2014,21
600.0,2006,19
300.0,1980,20
600.0,1999,14
2.0,2013,18
60.0,2008,2
5.0,2014,16
300.0,2007,19
600.0,2013,11
240.0,2005,21
900.0,1995,22
25.0,2005,18
1200.0,1974,19
1200.0,1971,21
900.0,2007,16
30.0,2011,22
10.0,2007,17
600.0,2008,19
120.0,2006,22
2100.0,2013,21
60.0,2001,19
60.0,2001,2
2.0,2002,14
7.0,1977,22
2.0,2004,22
25.0,1977,2
60.0,2008,8
3600.0,2011,15
180.0,2013,16
120.0,2011,23
3600.0,2009,14
37800.0,2009,14
1200.0,1975,20
480.0,2008,21
480.0,2008,21
300.0,2007,21
60.0,2014,15
5.0,1998,1
300.0,2007,21
300.0,2011,8
30.0,1997,23
30.0,2011,19
180.0,2005,0
120.0,2005,1
900.0,2008,16
600.0,2005,1
35.0,2006,21
7200.0,2012,8
600.0,1999,19
2.0,2010,13
43200.0,2009,18
4.0,2006,21
30.0,2007,19
60.0,2010,22
300.0,1976,19
900.0,2009,20
60.0,2006,21
60.0,2002,13
300.0,2012,17
180.0,2011,20
600.0,2007,20
10.0,2006,12
480.0,2011,10
180.0,1995,22
600.0,1995,1
15.0,2003,21
300.0,2005,20
1800.0,2010,23
30.0,2001,1
1200.0,2013,21
1200.0,2006,18
600.0,2010,21
60.0,2002,0
300.0,2008,0
600.0,2010,18
600.0,2010,18
600.0,2007,11
300.0,2011,16
4.0,2007,17
4.0,2010,21
15.0,2000,20
10.0,2013,4
360.0,2003,0
300.0,2012,23
300.0,2003,22
240.0,2003,0
20.0,2012,20
120.0,2007,19
10.0,2003,0
600.0,2003,21
1.0,1998,18
1.0,2001,20
60.0,2003,21
240.0,2003,1
180.0,2006,15
420.0,2009,1
300.0,2003,0
30.0,2011,19
180.0,2008,20
900.0,2003,20
480.0,2003,20
360.0,2003,20
5.0,2007,1
300.0,2013,19
300.0,2001,20
300.0,2008,23
240.0,2003,10
14400.0,2008,19
30.0,2007,0
6.0,2012,1
180.0,2003,21
120.0,2008,0
120.0,2003,19
60.3,1994,21
3600.0,2001,5
900.0,2003,0
600.0,2003,20
300.0,2008,0
60.0,2009,5
3600.0,2012,5
3600.0,2012,21
5.0,2001,20
300.0,2013,22
1200.0,2002,2
900.0,2003,21
10.0,2009,15
540.0,2014,0
240.0,2008,15
20.0,2013,1
1200.0,1981,15
3.0,2006,21
600.0,2003,20
300.0,2003,1
300.0,2003,0
600.0,2004,19
600.0,2005,2
5.0,2003,21
300.0,2003,6
30.0,2005,5
3.0,2004,0
180.0,2007,23
15.0,2005,12
600.0,2003,21
1500.0,2006,13
7200.0,1970,11
120.0,2003,5
1.0,1999,22
1200.0,2004,13
600.0,2003,3
1800.0,1954,19
420.0,2002,23
2700.0,2005,19
1800.0,1993,15
900.0,2000,22
20.0,2000,1
300.0,2001,17
10800.0,2009,23
1200.0,2008,20
10.0,1962,7
360.0,2008,18
900.0,2013,17
300.0,1989,0
3.0,2006,4
2.0,2005,17
10.0,2005,17
300.0,2013,18
15.0,2008,9
300.0,2003,20
900.0,2003,22
180.0,2004,2
120.0,2008,12
20.0,2008,12
3600.0,2012,19
1200.0,1995,19
40.0,2006,15
180.0,2008,14
120.0,1991,15
600.0,2003,22
6000.0,2000,10
1800.0,2001,19
3600.0,2004,4
300.0,2012,22
1800.0,1997,6
2.0,2006,18
120.0,1997,11
60.0,2006,1
480.0,2005,16
30.0,2012,17
300.0,2012,21
1800.0,2003,18
3.0,2006,19
180.0,1996,22
10.0,2000,19
300.0,2008,22
180.0,1998,18
15.0,2002,22
60.0,2002,17
86400.0,2002,0
300.0,2003,17
4.0,2009,3
900.0,2005,16
240.0,2014,20
60.0,2010,3
5.0,2006,18
10800.0,2000,2
900.0,2013,22
300.0,2007,21
60.0,2006,19
180.0,1981,22
720.0,1959,10
240.0,2014,20
1200.0,2011,20
480.0,2009,22
300.0,2006,22
300.0,2012,21
15.0,2003,21
5.0,2003,17
30.0,2014,17
600.0,1998,1
360.0,2014,20
300.0,1972,21
300.0,2004,12
120.0,2010,23
12.0,1974,23
600.0,2006,21
600.0,2009,1
60.0,2006,0
900.0,2000,23
10.0,2003,23
120.0,2001,23
86400.0,2006,6
300.0,1966,20
600.0,2007,21
600.0,1968,15
5400.0,2011,10
15.0,2008,4
60.0,1980,19
120.0,2012,5
180.0,2004,4
60.0,2013,6
40.0,2009,23
300.0,2009,0
300.0,2000,18
7.0,2008,22
60.0,2011,19
600.0,2000,0
60.0,1997,21
420.0,2006,7
600.0,2006,14
1.0,2008,20
3600.0,2004,21
1800.0,2009,18
2700.0,2006,5
10.0,2014,21
20.0,2008,3
5.0,2013,20
7200.0,2003,23
10.0,2011,17
3.0,2007,19
5.0,2011,0
600.0,2012,21
900.0,2008,21
5.0,2000,20
60.0,2011,22
2.0,2002,23
4.0,2007,21
45.0,2002,19
7200.0,2010,21
600.0,2013,0
20.0,2009,21
60.0,2012,20
180.0,2011,18
300.0,2001,13
120.0,2000,22
180.0,2002,14
5.0,2011,19
600.0,1999,0
10.0,2003,21
20.0,2008,20
1800.0,2004,17
3600.0,2012,12
300.0,2014,19
5.0,2008,6
180.0,1987,22
3.0,2010,16
20.0,1975,16
3.0,2012,0
10.0,2004,10
10.0,2011,21
5.0,2011,22
300.0,2005,20
480.0,2009,19
5.0,2008,19
300.0,2010,0
2700.0,2005,23
300.0,2008,5
300.0,1997,22
120.0,2009,2
120.0,2009,6
720.0,2008,1
10.0,2009,10
600.0,2010,16
5.0,2010,17
180.0,2008,18
45.0,2013,20
180.0,2013,20
900.0,2004,14
3600.0,2002,18
120.0,2007,19
30.0,2003,14
2.0,1999,2
1200.0,2006,1
3.0,2007,22
600.0,1999,2
300.0,2010,6
60.0,2007,22
600.0,2011,18
7200.0,2007,5
90.0,2013,18
180.0,2013,23
35.0,2009,21
35.0,2009,21
2.0,2008,23
180.0,2005,16
600.0,2013,23
10.0,1989,21
240.0,2006,21
600.0,2011,20
600.0,2011,20
600.0,2011,21
1800.0,2000,22
600.0,1994,22
12.0,2002,14
30.0,2000,18
2.0,2006,3
30.0,1997,21
420.0,2008,19
30.0,2009,22
4.0,2014,0
60.0,2014,13
37800.0,2010,22
300.0,1978,17
300.0,2005,1
300.0,1998,0
7200.0,1998,22
2.0,1998,23
1.0,2008,23
180.0,1993,12
300.0,2008,19
600.0,2010,20
4.0,2008,20
120.0,2005,9
300.0,2011,19
300.0,2011,21
30.0,2005,19
120.0,2004,18
120.0,2005,20
720.0,2012,21
1200.0,2002,20
10.0,1987,0
300.0,1979,22
60.0,2004,14
30.0,1999,7
21600.0,2007,21
15.0,2007,22
7200.0,2003,23
600.0,2007,19
5400.0,2002,17
150.0,2004,6
5.0,2008,21
600.0,2006,23
1200.0,2009,1
600.0,2012,20
3600.0,2011,22
600.0,2013,20
1.5,2011,19
60.0,2007,7
300.0,2004,6
600.0,2013,22
600.0,2012,23
10.0,2010,19
120.0,1996,3
5.0,2009,23
2700.0,2010,19
3600.0,2013,19
1200.0,2013,19
7200.0,2010,2
30.0,2010,22
180.0,2012,21
60.0,2004,20
10.0,2002,2
300.0,2013,23
900.0,1988,22
480.0,2000,20
60.0,2012,13
3.5,1999,22
15.0,2007,18
180.0,2007,23
300.0,2004,5
360.0,2007,20
300.0,2008,1
15.0,2014,20
480.0,2001,5
180.0,1978,3
120.0,2014,21
10.0,2002,11
5.0,1995,23
45.0,1984,20
3.0,1999,18
900.0,2013,1
1200.0,2006,5
300.0,2006,5
45.0,1993,20
900.0,2006,5
1200.0,2014,20
1200.0,1964,21
60.0,2009,6
60.0,2008,20
120.0,2009,20
240.0,2009,20
180.0,2001,7
120.0,1974,21
300.0,1974,3
480.0,2012,23
600.0,2007,21
45.0,2013,22
15.0,2000,0
10.0,2007,23
120.0,1990,20
1000.0,2012,13
1740.0,2014,22
1080.0,2014,22
6.0,2003,20
7.0,1994,6
5.0,2003,20
5.0,2003,20
180.0,2005,1
20.0,1999,21
15.0,2007,6
90.0,2003,4
180.0,2009,3
120.0,2007,21
1200.0,2007,15
15.0,2014,19
600.0,2014,22
600.0,2005,22
120.0,1999,22
120.0,2008,14
30.0,1999,23
300.0,1999,7
30.0,2004,16
30.0,2001,15
420.0,1979,3
5.0,2003,20
5.0,2007,21
600.0,2005,23
6.0,1996,23
360.0,1998,18
5.0,2004,0
240.0,2010,22
20.0,1993,23
15.0,2011,21
60.0,2001,3
600.0,2007,12
300.0,2004,1
120.0,1967,8
20.0,1999,23
60.0,2001,21
2.0,2012,21
60.0,2003,19
180.0,2011,8
120.0,2010,22
900.0,1992,19
240.0,2008,7
1200.0,2007,4
60.0,2011,23
20.0,2010,1
30.0,2000,22
300.0,2013,9
600.0,2007,21
3600.0,2010,18
15.0,2011,20
900.0,2009,20
900.0,2004,17
10.0,2012,21
10.0,2014,17
259200.0,1991,3
8.0,2002,23
300.0,1995,19
1800.0,2009,18
120.0,2008,21
600.0,2003,14
1.0,2012,20
720.0,2002,13
480.0,2011,22
2400.0,2004,4
1800.0,2003,5
180.0,1999,20
60.0,2008,0
3600.0,2011,12
300.0,1981,17
180.0,2000,18
10.0,2006,20
10.0,2010,2
100.0,2008,21
900.0,2008,21
5.0,2014,23
5.0,2011,19
3.0,2012,21
600.0,2011,21
5.0,1973,22
300.0,2000,19
30.0,2009,15
60.0,1983,20
120.0,2012,20
900.0,2013,22
120.0,2013,22
6.0,2011,23
600.0,2008,1
660.0,2013,9
90.0,2005,0
420.0,2000,21
1800.0,2004,14
300.0,2013,20
120.0,2012,21
120.0,2014,23
30.0,2008,19
600.0,2013,14
60.0,2005,17
480.0,2006,20
5.0,2011,14
1845.0,2004,21
240.0,2003,1
900.0,2000,19
1800.0,2002,19
18000.0,2007,2
7200.0,2007,3
10.0,2005,22
60.0,2003,23
30.0,2010,22
3600.0,2004,20
300.0,2009,11
2700.0,1999,4
30.0,2005,13
900.0,2004,0
600.0,2006,21
8.0,1999,22
180.0,2010,17
240.0,2010,0
30.0,2000,1
900.0,2002,20
60.0,2001,23
120.0,2007,6
360.0,2013,20
30.0,2003,20
900.0,2013,20
120.0,2008,18
60.0,1983,0
240.0,1993,3
3600.0,2013,1
4.0,2001,21
45.0,2009,1
900.0,2002,21
45.0,2008,2
180.0,2012,23
180.0,2004,22
120.0,2007,22
15.0,2005,1
900.0,2008,9
10.0,2010,1
600.0,2009,22
1.0,2005,23
180.0,2011,22
600.0,2012,20
2.0,2010,21
600.0,2009,19
600.0,2012,20
60.0,2005,21
90.0,2009,0
7.0,2005,22
300.0,1994,0
300.0,2008,19
30.0,2013,22
900.0,2000,21
60.0,2005,21
60.0,1982,11
60.0,2000,5
3000.0,2008,9
10.0,2007,19
10.0,2013,19
10.0,2005,22
180.0,2014,22
60.0,2011,19
180.0,2010,6
120.0,2009,20
6.0,2005,4
3600.0,2013,5
10.0,2003,22
120.0,2004,0
300.0,2008,3
300.0,2010,22
240.0,2005,1
300.0,2005,21
120.0,1999,23
120.0,2005,1
900.0,2007,0
600.0,2004,22
12.0,1975,9
120.0,2011,13
300.0,2012,23
300.0,1999,21
300.0,1998,22
300.0,2012,11
2700.0,2005,1
180.0,2013,4
3600.0,2013,23
300.0,1981,2
240.0,2012,21
300.0,2001,14
120.0,2004,21
180.0,2010,13
5400.0,2010,20
2.0,1999,23
180.0,2010,2
300.0,2013,23
900.0,2004,13
3.0,2008,23
60.0,2012,23
90.0,2013,23
1800.0,2009,21
1200.0,1963,22
600.0,2003,20
15.0,2002,20
1020.0,2002,7
600.0,2009,9
30.0,2004,9
1500.0,2000,22
600.0,2003,22
60.0,2008,20
2100.0,2010,23
300.0,2011,22
300.0,2003,21
10.0,2003,1
1.0,2000,22
2.0,2005,23
180.0,2008,6
10.0,1996,22
420.0,2002,10
300.0,2005,14
45.0,2002,0
15.0,2001,21
600.0,1985,21
30.0,2009,4
300.0,2005,22
300.0,2005,21
120.0,2009,19
3600.0,1965,20
7200.0,2009,19
30.0,1999,9
420.0,2001,15
2400.0,2001,15
300.0,1966,16
4.0,2011,3
40.0,2009,20
180.0,2007,22
120.0,2014,0
720.0,2009,10
15.0,2007,19
60.0,2010,23
120.0,2003,19
2.0,2007,13
60.4,2003,19
109800.0,2008,10
5.0,2008,0
900.0,2002,20
900.0,2007,22
2700.0,2003,21
180.0,2006,22
300.0,2007,22
120.0,2002,23
20.0,2000,22
15.0,2008,18
600.0,2009,22
90.0,2013,1
60.0,2013,20
60.0,2005,19
300.0,2014,16
300.0,2009,0
120.0,2007,19
600.0,2012,13
2.0,2009,22
300.0,2010,19
300.0,2009,11
240.0,2010,19
120.0,2007,22
600.0,2011,19
300.0,2012,10
30.0,2010,23
180.0,2010,20
900.0,2005,6
300.0,2008,22
480.0,2007,20
900.0,2007,21
1200.0,2010,22
480.0,2007,20
900.0,2005,21
3.0,1982,22
10.0,2004,19
1200.0,2002,18
5.0,1999,22
6.0,1998,21
30.0,2013,22
420.0,1990,21
4.0,2000,22
10.0,2013,23
1.0,1998,23
120.0,1999,22
7200.0,2008,23
900.0,1980,16
300.0,2007,22
1800.0,2007,22
4.0,2000,23
600.0,1998,23
300.0,2003,16
800.0,2010,13
30.0,2001,9
1800.0,2003,21
20.0,2011,20
20.0,2001,21
3600.0,1999,2
900.0,2012,22
2.0,2008,0
420.0,2013,22
5.0,2000,18
30.0,2004,20
4860.0,2006,0
15.0,2004,18
21600.0,2007,13
120.0,1999,11
10.0,1999,19
120.0,2004,22
30.0,2004,22
120.0,1996,1
1.0,2014,19
180.0,2001,23
15.0,2007,15
900.0,2007,23
15.0,2005,22
420.0,2007,21
180.0,2005,0
120.0,2013,20
4.0,2001,23
6.0,1976,11
180.0,2012,9
300.0,1964,15
600.0,2005,1
10.0,2010,21
600.0,1955,21
480.0,2009,23
300.0,2014,20
120.0,2000,23
10.0,2000,18
600.0,2007,1
480.0,2010,2
300.0,2000,22
1800.0,2002,3
180.0,2000,18
1200.0,2000,21
1200.0,2013,22
90.0,2013,20
7200.0,2008,9
3600.0,2012,21
259200.0,2007,19
105.0,2008,0
300.0,2000,18
1800.0,1996,1
